topic,source,negative,neutral,positive,negative_neutral_diff,positive_neutral_diff
121_конашенкова_минобороны_обороны_рф,RBK,0.0,0.0,0.0,0.0,0.0
121_конашенкова_минобороны_обороны_рф,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
121_конашенкова_минобороны_обороны_рф,WashingtonPost,0.0,0.0,0.0,0.0,0.0
121_конашенкова_минобороны_обороны_рф,NYT,0.0,0.0,0.0,0.0,0.0
122_инфляция_инфляции_годовая_ускорилась,UNIAN,0.0,1.0,0.0,1.0,1.0
122_инфляция_инфляции_годовая_ускорилась,UkraineNow,1.0,0.0,0.0,1.0,0.0
122_инфляция_инфляции_годовая_ускорилась,BBC,1.0,0.0,0.0,1.0,0.0
122_инфляция_инфляции_годовая_ускорилась,RIANews,0.281,0.562,0.156,0.281,0.406
122_инфляция_инфляции_годовая_ускорилась,RBK,0.31,0.552,0.138,0.24200000000000005,0.41400000000000003
122_инфляция_инфляции_годовая_ускорилась,Meduza,0.333,0.556,0.111,0.22300000000000003,0.44500000000000006
122_инфляция_инфляции_годовая_ускорилась,TACC,0.381,0.478,0.142,0.09699999999999998,0.33599999999999997
122_инфляция_инфляции_годовая_ускорилась,Ukraine24,0.0,0.0,0.0,0.0,0.0
122_инфляция_инфляции_годовая_ускорилась,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
122_инфляция_инфляции_годовая_ускорилась,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
122_инфляция_инфляции_годовая_ускорилась,WashingtonPost,0.0,0.0,0.0,0.0,0.0
122_инфляция_инфляции_годовая_ускорилась,NYT,0.0,0.0,0.0,0.0,0.0
123_паспорта_гражданство_паспортов_паспорт,Ukraine24,1.0,0.0,0.0,1.0,0.0
123_паспорта_гражданство_паспортов_паспорт,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
123_паспорта_гражданство_паспортов_паспорт,UNIAN,0.696,0.304,0.0,0.39199999999999996,0.304
123_паспорта_гражданство_паспортов_паспорт,BBC,0.667,0.333,0.0,0.334,0.333
123_паспорта_гражданство_паспортов_паспорт,NYT,0.667,0.333,0.0,0.334,0.333
123_паспорта_гражданство_паспортов_паспорт,RBK,0.583,0.25,0.167,0.33299999999999996,0.08299999999999999
123_паспорта_гражданство_паспортов_паспорт,UkraineNow,0.364,0.636,0.0,0.272,0.636
123_паспорта_гражданство_паспортов_паспорт,TACC,0.348,0.554,0.098,0.20600000000000007,0.45600000000000007
123_паспорта_гражданство_паспортов_паспорт,ShockedUkraine,0.562,0.375,0.062,0.18700000000000006,0.313
123_паспорта_гражданство_паспортов_паспорт,Meduza,0.474,0.316,0.211,0.15799999999999997,0.10500000000000001
123_паспорта_гражданство_паспортов_паспорт,RIANews,0.389,0.444,0.167,0.05499999999999999,0.277
123_паспорта_гражданство_паспортов_паспорт,WashingtonPost,0.0,0.0,0.0,0.0,0.0
124_ставки_банк_снижения_кредитам,Ukraine24,0.0,1.0,0.0,1.0,1.0
124_ставки_банк_снижения_кредитам,UkraineNow,1.0,0.0,0.0,1.0,0.0
124_ставки_банк_снижения_кредитам,UNIAN,0.6,0.2,0.2,0.39999999999999997,0.0
124_ставки_банк_снижения_кредитам,BBC,0.667,0.333,0.0,0.334,0.333
124_ставки_банк_снижения_кредитам,Meduza,0.333,0.0,0.667,0.333,0.667
124_ставки_банк_снижения_кредитам,NovayaGazeta,0.5,0.25,0.25,0.25,0.0
124_ставки_банк_снижения_кредитам,TACC,0.176,0.282,0.541,0.10599999999999998,0.25900000000000006
124_ставки_банк_снижения_кредитам,RIANews,0.26,0.18,0.56,0.08000000000000002,0.38000000000000006
124_ставки_банк_снижения_кредитам,RBK,0.185,0.241,0.574,0.055999999999999994,0.33299999999999996
124_ставки_банк_снижения_кредитам,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
124_ставки_банк_снижения_кредитам,WashingtonPost,0.0,0.0,0.0,0.0,0.0
124_ставки_банк_снижения_кредитам,NYT,0.0,0.0,0.0,0.0,0.0
125_фотографии_медузы_войны_фотоисторий,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
125_фотографии_медузы_войны_фотоисторий,RBK,0.0,1.0,0.0,1.0,1.0
125_фотографии_медузы_войны_фотоисторий,RIANews,0.0,1.0,0.0,1.0,1.0
125_фотографии_медузы_войны_фотоисторий,BBC,0.0,0.875,0.125,0.875,0.75
125_фотографии_медузы_войны_фотоисторий,Meduza,0.13,0.822,0.049,0.692,0.7729999999999999
125_фотографии_медузы_войны_фотоисторий,UNIAN,0.714,0.143,0.143,0.571,0.0
125_фотографии_медузы_войны_фотоисторий,UkraineNow,0.333,0.667,0.0,0.334,0.667
125_фотографии_медузы_войны_фотоисторий,TACC,0.2,0.4,0.4,0.2,0.0
125_фотографии_медузы_войны_фотоисторий,Ukraine24,0.0,0.0,0.0,0.0,0.0
125_фотографии_медузы_войны_фотоисторий,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
125_фотографии_медузы_войны_фотоисторий,WashingtonPost,0.0,0.0,0.0,0.0,0.0
125_фотографии_медузы_войны_фотоисторий,NYT,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
126_шахте_газа_подмосковном_взрыва,UkraineNow,1.0,0.0,0.0,1.0,0.0
126_шахте_газа_подмосковном_взрыва,Meduza,1.0,0.0,0.0,1.0,0.0
126_шахте_газа_подмосковном_взрыва,RBK,0.783,0.217,0.0,0.5660000000000001,0.217
126_шахте_газа_подмосковном_взрыва,TACC,0.686,0.223,0.091,0.4630000000000001,0.132
126_шахте_газа_подмосковном_взрыва,RIANews,0.635,0.286,0.079,0.34900000000000003,0.20699999999999996
126_шахте_газа_подмосковном_взрыва,UNIAN,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,Ukraine24,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,WashingtonPost,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,BBC,0.0,0.0,0.0,0.0,0.0
126_шахте_газа_подмосковном_взрыва,NYT,0.0,0.0,0.0,0.0,0.0
127_скончались_зараженных_выздоровели_госпитализированы,RBK,1.0,0.0,0.0,1.0,0.0
127_скончались_зараженных_выздоровели_госпитализированы,UkraineNow,0.0,1.0,0.0,1.0,1.0
127_скончались_зараженных_выздоровели_госпитализированы,BBC,0.0,1.0,0.0,1.0,1.0
127_скончались_зараженных_выздоровели_госпитализированы,RIANews,0.016,0.813,0.171,0.7969999999999999,0.6419999999999999
127_скончались_зараженных_выздоровели_госпитализированы,TACC,0.727,0.182,0.091,0.5449999999999999,0.091
127_скончались_зараженных_выздоровели_госпитализированы,Ukraine24,0.5,0.0,0.5,0.5,0.5
127_скончались_зараженных_выздоровели_госпитализированы,ShockedUkraine,0.5,0.0,0.5,0.5,0.5
127_скончались_зараженных_выздоровели_госпитализированы,UNIAN,0.2,0.4,0.4,0.2,0.0
127_скончались_зараженных_выздоровели_госпитализированы,NovayaGazeta,0.0,0.0,1.0,0.0,1.0
127_скончались_зараженных_выздоровели_госпитализированы,WashingtonPost,0.0,0.0,0.0,0.0,0.0
127_скончались_зараженных_выздоровели_госпитализированы,Meduza,0.5,0.5,0.0,0.0,0.5
127_скончались_зараженных_выздоровели_госпитализированы,NYT,0.0,0.0,0.0,0.0,0.0
128_индекс_растет_акций_рынок,BBC,0.667,0.333,0.0,0.334,0.333
128_индекс_растет_акций_рынок,TACC,0.24,0.377,0.384,0.137,0.007000000000000006
128_индекс_растет_акций_рынок,RIANews,0.36,0.32,0.32,0.03999999999999998,0.0
128_индекс_растет_акций_рынок,UNIAN,0.5,0.5,0.0,0.0,0.5
128_индекс_растет_акций_рынок,Ukraine24,0.0,0.0,0.0,0.0,0.0
128_индекс_растет_акций_рынок,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
128_индекс_растет_акций_рынок,RBK,0.333,0.333,0.333,0.0,0.0
128_индекс_растет_акций_рынок,NovayaGazeta,0.5,0.5,0.0,0.0,0.5
128_индекс_растет_акций_рынок,WashingtonPost,0.0,0.0,0.0,0.0,0.0
128_индекс_растет_акций_рынок,UkraineNow,0.333,0.333,0.333,0.0,0.0
128_индекс_растет_акций_рынок,Meduza,0.0,0.0,1.0,0.0,1.0
128_индекс_растет_акций_рынок,NYT,0.0,0.0,0.0,0.0,0.0
129_cola_coca_компаний_компании,Ukraine24,1.0,0.0,0.0,1.0,0.0
129_cola_coca_компаний_компании,ShockedUkraine,0.833,0.167,0.0,0.6659999999999999,0.167
129_cola_coca_компаний_компании,BBC,0.455,0.091,0.455,0.364,0.364
129_cola_coca_компаний_компании,NovayaGazeta,0.667,0.333,0.0,0.334,0.333
129_cola_coca_компаний_компании,UNIAN,0.6,0.32,0.08,0.27999999999999997,0.24
129_cola_coca_компаний_компании,RBK,0.516,0.29,0.194,0.22600000000000003,0.09599999999999997
129_cola_coca_компаний_компании,TACC,0.326,0.488,0.186,0.16199999999999998,0.302
129_cola_coca_компаний_компании,UkraineNow,0.538,0.385,0.077,0.15300000000000002,0.308
129_cola_coca_компаний_компании,Meduza,0.385,0.308,0.308,0.07700000000000001,0.0
129_cola_coca_компаний_компании,RIANews,0.4,0.425,0.175,0.024999999999999967,0.25
129_cola_coca_компаний_компании,WashingtonPost,0.0,0.0,0.0,0.0,0.0
129_cola_coca_компаний_компании,NYT,0.0,0.0,0.0,0.0,0.0
12_руб_евро_доллара_мосбирже,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
12_руб_евро_доллара_мосбирже,RIANews,0.122,0.738,0.14,0.616,0.598
12_руб_евро_доллара_мосбирже,Meduza,0.091,0.659,0.25,0.5680000000000001,0.40900000000000003
12_руб_евро_доллара_мосбирже,TACC,0.124,0.63,0.246,0.506,0.384
12_руб_евро_доллара_мосбирже,NovayaGazeta,0.312,0.688,0.0,0.37599999999999995,0.688
12_руб_евро_доллара_мосбирже,BBC,0.375,0.625,0.0,0.25,0.625
12_руб_евро_доллара_мосбирже,RBK,0.309,0.506,0.185,0.197,0.321
12_руб_евро_доллара_мосбирже,UkraineNow,0.583,0.417,0.0,0.16599999999999998,0.417
12_руб_евро_доллара_мосбирже,UNIAN,0.444,0.444,0.111,0.0,0.333
12_руб_евро_доллара_мосбирже,Ukraine24,0.5,0.5,0.0,0.0,0.5
12_руб_евро_доллара_мосбирже,WashingtonPost,0.0,0.0,0.0,0.0,0.0
12_руб_евро_доллара_мосбирже,NYT,0.0,0.0,0.0,0.0,0.0
130_запада_заявил_россия_западные,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
130_запада_заявил_россия_западные,WashingtonPost,1.0,0.0,0.0,1.0,0.0
130_запада_заявил_россия_западные,UkraineNow,1.0,0.0,0.0,1.0,0.0
130_запада_заявил_россия_западные,Meduza,0.0,1.0,0.0,1.0,1.0
130_запада_заявил_россия_западные,BBC,1.0,0.0,0.0,1.0,0.0
130_запада_заявил_россия_западные,UNIAN,0.75,0.25,0.0,0.5,0.25
130_запада_заявил_россия_западные,RBK,0.714,0.286,0.0,0.428,0.286
130_запада_заявил_россия_западные,TACC,0.591,0.409,0.0,0.182,0.409
130_запада_заявил_россия_западные,RIANews,0.52,0.44,0.04,0.08000000000000002,0.4
130_запада_заявил_россия_западные,Ukraine24,0.0,0.0,0.0,0.0,0.0
130_запада_заявил_россия_западные,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
130_запада_заявил_россия_западные,NYT,0.0,0.0,0.0,0.0,0.0
131_санкции_австралия_британия_австралии,Ukraine24,1.0,0.0,0.0,1.0,0.0
131_санкции_австралия_британия_австралии,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
131_санкции_австралия_британия_австралии,NYT,0.0,1.0,0.0,1.0,1.0
131_санкции_австралия_британия_австралии,UNIAN,0.909,0.091,0.0,0.8180000000000001,0.091
131_санкции_австралия_британия_австралии,UkraineNow,0.85,0.1,0.05,0.75,0.05
131_санкции_австралия_британия_австралии,RBK,0.815,0.148,0.037,0.6669999999999999,0.11099999999999999
131_санкции_австралия_британия_австралии,NovayaGazeta,0.833,0.167,0.0,0.6659999999999999,0.167
131_санкции_австралия_британия_австралии,TACC,0.783,0.2,0.017,0.583,0.183
131_санкции_австралия_британия_австралии,RIANews,0.761,0.239,0.0,0.522,0.239
131_санкции_австралия_британия_австралии,BBC,0.706,0.294,0.0,0.412,0.294
131_санкции_австралия_британия_австралии,Meduza,0.6,0.333,0.067,0.26699999999999996,0.266
131_санкции_австралия_британия_австралии,WashingtonPost,0.0,0.0,0.0,0.0,0.0
132_нефти_венесуэлы_золота_импорта,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
132_нефти_венесуэлы_золота_импорта,WashingtonPost,0.0,1.0,0.0,1.0,1.0
132_нефти_венесуэлы_золота_импорта,ShockedUkraine,0.0,0.8,0.2,0.8,0.6000000000000001
